mls_listing_number,address,list_price,total_bedrooms,total_bathrooms,total_square_feet,property_type,architecture_style,neighborhood_name,school_district_name,elementary_school_name,middle_school_name,high_school_name,listing_description,views
SF362836,"26 2nd St, San Francisco, CA",1225000,2,3.0,2250,Townhouse,Craftsman,SOMA,San Francisco Unified School District,Mira Loma Elementary,Francisco Middle School,City Arts & Tech High School,"Stunning 2BD/3.0BA Craftsman townhouse in SOMA — the best of both worlds: the space of a home with the ease of condo living. Spanning 2,250 sq ft across four levels, this sun-drenched residence features gourmet kitchen with waterfall island and wine refrigerator, a private rooftop deck, and 2-car garage. Open living/dining on the main level flows to a landscaped patio. The primary suite occupies its own floor with a spa bath, dual vanities, and walk-in closet. In-unit laundry closet on bedroom level. Enjoy breathtaking bay views from the living areas and primary suite.",Bay View
SF876169,"1394 7th Ave, San Francisco, CA",775000,1,1.5,1750,Condo,Art Deco,Inner Sunset,San Francisco Unified School District,Inner Sunset Elementary,Presidio Middle School,Galileo High School,"Modern living in the vibrant Inner Sunset neighborhood. This sleek 1BD/1.5BA art deco condo (1,750 sq ft) features designer kitchen with integrated appliances and pantry, Bosch appliances, and a sunny deck. Bright and airy throughout with oversized windows flooding rooms with natural light. Building features gym, rooftop, and storage. Dedicated laundry room and tandem garage included. Enjoy breathtaking garden views from the living areas and primary suite.",Garden View
SF596441,"740 Union St #27, San Francisco, CA",1375000,2,2.5,800,Condo,Contemporary,Russian Hill,San Francisco Unified School District,Garfield Elementary,Francisco Middle School,George Washington High School,"Welcome to unit #20B — a bright and airy 2BD/2.5BA residence in one of Russian Hill's most desirable buildings. At 800 sq ft, this contemporary condo offers updated kitchen with gas range and subway tile backsplash, custom built-ins, and wide-plank white oak floors. Amenities include a rooftop terrace and club room. In-unit washer/dryer, 1-car parking. Enjoy breathtaking bay views from the living areas and primary suite.",Bay View
SF145045,"1661 4th St, San Francisco, CA",1150000,2,2.5,1350,Condo,Victorian,SOMA,San Francisco Unified School District,Bessie Carmichael Elementary,Francisco Middle School,City Arts & Tech High School,"Sophisticated 2BD/2.5BA victorian condo in the heart of SOMA. This sun-soaked 1,350 sq ft residence features fully remodeled kitchen with custom cabinetry and quartz countertops, open-concept living/dining, and floor-to-ceiling windows. The primary suite offers an ensuite bath with heated floors. In-unit laundry closet, 2-car garage, and a sunny deck round out this exceptional offering. Enjoy breathtaking city views from the living areas and primary suite. Walk to SOMA's best dining and boutiques.",City View
SF476757,"2234 Judah St #23, San Francisco, CA",1800000,5,5.5,2150,Single Family,Modern Farmhouse,Inner Sunset,San Francisco Unified School District,Inner Sunset Elementary,Presidio Middle School,Galileo High School,"Rare opportunity to own a meticulously restored Modern Farmhouse in Inner Sunset. This 5-bed, 5.5-bath home (2,150 sq ft) balances period character with modern updates. The gourmet kitchen with waterfall island and wine refrigerator leads to an expansive yard, ideal for entertaining. Upstairs, the luminous primary bedroom features vaulted ceilings. Original hardwood floors throughout. 2-car garage and in-unit washer/dryer. Enjoy breathtaking city views from the living areas and primary suite. Inner Sunset is celebrated for laid-back neighborhood with great restaurants and quick park access — this home delivers it all.",City View
SF792770,"222 Marina Blvd, San Francisco, CA",2475000,3,4.0,2800,Single Family,Modern Farmhouse,Marina,San Francisco Unified School District,Sherman Elementary,Marina Middle School,Galileo High School,"Rare opportunity to own a meticulously restored Modern Farmhouse in Marina. This 3-bed, 4.0-bath home (2,800 sq ft) balances period character with modern updates. The bright eat-in kitchen with breakfast nook and garden window leads to a wrap-around deck, ideal for entertaining. Upstairs, the light-filled primary bedroom features an ensuite bath and walk-in closet. Original fir floors throughout. 1-car garage and dedicated laundry room. Enjoy breathtaking bay views from the living areas and primary suite. Marina is celebrated for lively, upscale neighborhood with waterfront access and boutique shopping — this home delivers it all.",Bay View
SF657684,"2975 Clipper St, San Francisco, CA",2325000,4,4.5,3200,Single Family,Spanish Colonial,Noe Valley,San Francisco Unified School District,Alvarado Elementary,Aptos Middle School,Abraham Lincoln High School,"Welcome to this stunning Spanish Colonial home nestled in the heart of Noe Valley. This naturally lit 4-bedroom, 4.5-bath residence offers 3,200 sq ft of thoughtfully designed living space soaking in city views. The designer kitchen with integrated appliances and pantry anchors the main floor, opening to a sunny deck. Original architectural details — including bay windows and wainscoting — have been lovingly preserved. Naturally lit primary suite with spa bath. Washer/dryer hookups and 2-car garage complete the package. Enjoy breathtaking city views from the living areas and primary suite. Steps from Noe Valley's top-rated schools and green spaces.",City View
SF960481,"341 Taylor St, San Francisco, CA",1125000,2,3.0,1650,Condo,Loft,Russian Hill,San Francisco Unified School District,Garfield Elementary,Marina Middle School,Galileo High School,"Welcome to unit #21D — a sun-soaked 2BD/3.0BA residence in one of Russian Hill's most desirable buildings. At 1,650 sq ft, this loft condo offers gourmet kitchen with waterfall island and wine refrigerator, custom built-ins, and polished concrete floors. Amenities include a rooftop terrace and club room. In-unit washer/dryer, tandem garage. Enjoy breathtaking bay views from the living areas and primary suite.",Bay View
SF176503,"711 Persia Ave #12B, San Francisco, CA",1525000,4,5.0,2650,Single Family,Mid-Century Modern,Excelsior,San Francisco Unified School District,Guadalupe Elementary,Aptos Middle School,John O'Connell High School,"Rare opportunity to own a meticulously restored Mid-Century Modern in Excelsior. This 4-bed, 5.0-bath home (2,650 sq ft) balances period character with modern updates. The designer kitchen with integrated appliances and pantry leads to a charming Juliet balcony, ideal for entertaining. Upstairs, the bright and airy primary bedroom features an ensuite bath and walk-in closet. Original oak floors throughout. Ev-ready garage and in-unit washer/dryer. Excelsior is celebrated for diverse, working-class neighborhood with authentic global cuisine — this home delivers it all.",None
SF110293,"2044 Felton St, San Francisco, CA",1750000,3,4.0,2050,Multi Family,Contemporary,Portola,San Francisco Unified School District,James Denman Middle,Aptos Middle School,Balboa High School,"Prime Portola duplex — a rare turnkey investment or owner-occupy opportunity. This Contemporary building offers 3 total bedrooms, 4.0 baths, and 2,050 sq ft of living space. Each unit features remodeled kitchens and bathrooms, and in-unit laundry. Building includes deeded parking and a wrap-around deck. Strong rental history in one of SF's most desirable neighborhoods.",None
SF894212,"3917 De Haro St #4, San Francisco, CA",2175000,2,2.5,1550,Townhouse,Victorian,Potrero Hill,San Francisco Unified School District,Bryant Elementary,Hoover Middle School,John O'Connell High School,"Stunning 2BD/2.5BA Victorian townhouse in Potrero Hill — the best of both worlds: the space of a home with the ease of condo living. Spanning 1,550 sq ft across three levels, this naturally lit residence features bright eat-in kitchen with breakfast nook and garden window, a private rooftop deck, and 1-car garage. Open living/dining on the main level flows to an expansive yard. The primary suite occupies its own floor with a spa bath, dual vanities, and walk-in closet. Dedicated laundry room on bedroom level. Enjoy breathtaking city views from the living areas and primary suite.",City View
SF670397,"1749 San Bruno Ave, San Francisco, CA",950000,1,2.0,1000,Condo,Contemporary,Portola,San Francisco Unified School District,Junipero Serra Elementary,James Denman Middle School,Balboa High School,"Sophisticated 1BD/2.0BA contemporary condo in the heart of Portola. This sun-drenched 1,000 sq ft residence features designer kitchen with integrated appliances and pantry, open-concept living/dining, and floor-to-ceiling windows. The primary suite offers an ensuite bath with heated floors. In-unit laundry closet, 1-car garage, and a landscaped patio round out this exceptional offering. Enjoy breathtaking garden views from the living areas and primary suite. Walk to Portola's Michelin-starred restaurants and nightlife.",Garden View
SF168824,"1510 Chenery St #24C, San Francisco, CA",1075000,0,1.0,700,Condo,Victorian,Glen Park,San Francisco Unified School District,Glen Park Elementary,Aptos Middle School,Mission High School,"Sophisticated 0BD/1.0BA victorian condo in the heart of Glen Park. This naturally lit 700 sq ft residence features bright eat-in kitchen with breakfast nook and garden window, open-concept living/dining, and floor-to-ceiling windows. The primary suite offers a walk-in closet and ensuite bath. Washer/dryer hookups, 2-car garage, and a rooftop terrace round out this exceptional offering. Enjoy breathtaking park views from the living areas and primary suite. Walk to Glen Park's Michelin-starred restaurants and nightlife.",Park View
SF928200,"2644 Cesar Chavez St, San Francisco, CA",1150000,2,3.0,900,Condo,Modern,Mission District,San Francisco Unified School District,Fairmount Elementary,Everett Middle School,Mission High School,"Modern living in the vibrant Mission District neighborhood. This sleek 2BD/3.0BA modern condo (900 sq ft) features updated kitchen with gas range and subway tile backsplash, Bosch appliances, and a landscaped patio. Naturally lit throughout with skylights in the primary bath. Building features concierge, fitness center, and guest suite. In-unit washer/dryer and 1-car garage included.",None
SF933994,"799 Sanchez St, San Francisco, CA",1275000,3,3.5,1500,Condo,High-Rise,Castro,San Francisco Unified School District,Sanchez Elementary,James Lick Middle School,Abraham Lincoln High School,"Welcome to unit #12C — a bright and airy 3BD/3.5BA residence in one of Castro's most desirable buildings. At 1,500 sq ft, this high-rise condo offers chef's kitchen with Carrara marble countertops and stainless appliances, custom built-ins, and wide-plank white oak floors. Amenities include bike storage and package room. Dedicated laundry room, EV-ready garage.",None
SF306799,"2667 Innes Ave #11A, San Francisco, CA",1550000,3,3.0,2600,Single Family,Mid-Century Modern,Bayview,San Francisco Unified School District,Martin Luther King Jr. Elementary,Martin Luther King Jr. Middle School,Balboa High School,"Exceptional Mid-Century Modern 3BD/3.0BA in coveted Bayview. Spanning 2,600 sq ft, this luminous home features gourmet kitchen with waterfall island and wine refrigerator, gleaming hardwood floors, and an expansive yard. The spacious primary suite offers an ensuite bath with soaking tub. Additional highlights: in-unit laundry closet, 1-car parking, formal dining room, and a cozy wood-burning fireplace. Situated on a quiet tree-lined block in Bayview — historically rich neighborhood undergoing revitalization with bay views. Enjoy breathtaking city views from the living areas and primary suite.",City View
